MFNO,ITDS,FUDS,MFDATE
"20224,DYNAPAC CC4200C VI,""IV/T4f, Offs, ComfCab, sign w.o year"",2017-05-04 07:00:00"
"20810,DYNAPAC CC4000 VI,""IV/T4f, Offs, ComfCab, CE, NoiseR, ECO, 255"",2017-09-20 07:00:00"
"20879,DYNAPAC CC5200 VI,""IIIA, Cab"",2017-10-09 07:00:00"
"20880,DYNAPAC CC5200 VI,""IIIA, Cab"",2017-10-11 07:00:00"
